,current_stock,new_stock,demand,reward,capacity,storage_cost,selling_price,manufacturing_price,t,total_production_cost,total_revenue_generated
250,100.0,100.0,422.6440203862991,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
251,100.0,100.0,436.39806841357307,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
252,100.0,100.0,451.5159775519159,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
253,100.0,100.0,466.425532705003,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
254,100.0,100.0,482.3026337931488,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
255,100.0,100.0,380.4583040288604,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
256,100.0,100.0,413.1254743792348,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
257,100.0,100.0,412.96701505856043,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
258,100.0,100.0,428.68975484110047,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
259,100.0,100.0,445.64995962007345,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
260,100.0,100.0,462.25094885688145,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
261,100.0,100.0,479.6487572001061,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
262,100.0,100.0,379.13941253956085,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
263,100.0,100.0,412.9458644288545,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
264,100.0,100.0,413.7260333728214,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
265,100.0,100.0,430.1867246430747,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
266,100.0,100.0,447.68888403249707,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
267,100.0,100.0,464.64488305294117,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
268,100.0,100.0,482.22375233744856,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
269,100.0,100.0,381.7379482290033,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
270,100.0,100.0,415.4297020635814,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
271,100.0,100.0,415.9784396167163,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
272,100.0,100.0,432.1140322669326,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
273,100.0,100.0,449.221375607207,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
274,100.0,100.0,465.7370012537968,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
275,100.0,100.0,482.85365829862513,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
276,100.0,100.0,381.9064660496018,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
277,100.0,100.0,415.1587027793176,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
278,100.0,100.0,415.30873131750354,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
279,100.0,100.0,431.10283426748856,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
280,100.0,100.0,447.9394633705244,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
281,100.0,100.0,464.26561496608207,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
282,100.0,100.0,481.2812714656604,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
283,100.0,100.0,380.3255112089693,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
284,100.0,100.0,413.6623494259612,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
285,100.0,100.0,413.9878065497607,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
286,100.0,100.0,430.04296965692447,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
287,100.0,100.0,447.21854238802354,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
288,100.0,100.0,463.9515842699415,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
289,100.0,100.0,481.4303668291962,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
290,100.0,100.0,380.98093520227053,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
291,100.0,100.0,414.85342361671576,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
292,100.0,100.0,415.72960633714763,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
293,100.0,100.0,432.33643535362137,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
294,100.0,100.0,450.05104621011947,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
295,100.0,100.0,467.29791989161504,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
296,100.0,100.0,485.2541164404804,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
297,100.0,100.0,385.2361589099864,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
298,100.0,100.0,419.48660778218226,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
299,100.0,100.0,420.681801285729,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
300,100.0,100.0,437.54550891104145,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
301,100.0,100.0,455.45397785219,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
302,100.0,100.0,472.8330608717263,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
303,100.0,100.0,490.8633440841828,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
304,100.0,100.0,390.86685816988376,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
305,100.0,100.0,425.0934199692776,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
306,100.0,100.0,426.22808838486276,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
307,100.0,100.0,443.00449177518675,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
308,100.0,100.0,460.8095175289469,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
309,100.0,100.0,478.0800640090703,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
310,100.0,100.0,496.007785420291,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
311,100.0,100.0,395.92542518121013,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
312,100.0,100.0,430.0927964614432,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
313,100.0,100.0,431.2039048231945,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
314,100.0,100.0,447.99998015311047,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
315,100.0,100.0,465.87391726335954,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
316,100.0,100.0,483.26683251617914,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
317,100.0,100.0,501.3726724413407,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
318,100.0,100.0,401.5244734919085,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
319,100.0,100.0,435.98033318737856,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
320,100.0,100.0,437.4305872292231,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
321,100.0,100.0,454.610957454599,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
322,100.0,100.0,472.9071658679444,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
323,100.0,100.0,490.75171625088876,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
324,100.0,100.0,509.3287719883945,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
325,100.0,100.0,409.96072063445666,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
326,100.0,100.0,444.8944758879035,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
327,100.0,100.0,446.80900125273985,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
328,100.0,100.0,464.4288096028381,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
329,100.0,100.0,483.12892315349467,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
330,100.0,100.0,501.3319848942083,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
331,100.0,100.0,520.2134402292313,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
332,100.0,100.0,421.0883703380746,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
333,100.0,100.0,456.1980200185857,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
334,100.0,100.0,458.2174977433422,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
335,100.0,100.0,475.86939711328785,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
336,100.0,100.0,494.52882084891615,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
337,100.0,100.0,512.6204967486931,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
338,100.0,100.0,531.3239045141851,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
339,100.0,100.0,431.95999685836097,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
340,100.0,100.0,466.7775612468868,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
341,100.0,100.0,468.46070514627945,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
342,100.0,100.0,485.742220502841,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
343,100.0,100.0,504.0083163185104,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
344,100.0,100.0,521.6954174230732,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
345,100.0,100.0,539.9949577106316,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
346,100.0,100.0,440.23976100995446,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
347,100.0,100.0,474.69006583403547,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
348,100.0,100.0,476.0406865809871,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
349,100.0,100.0,493.0340761630086,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
350,100.0,100.0,511.06478746354725,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
351,100.0,100.0,528.5760392943499,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
352,100.0,100.0,546.7643215147998,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
353,100.0,100.0,446.9656375464593,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
354,100.0,100.0,481.4414441019625,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
355,100.0,100.0,482.88578271641154,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
356,100.0,100.0,500.03836847263176,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
357,100.0,100.0,518.2891321326501,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
358,100.0,100.0,536.0749186117866,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
359,100.0,100.0,554.5842722826254,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
360,100.0,100.0,455.1439018518971,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
361,100.0,100.0,490.0048779995431,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
362,100.0,100.0,491.8500508241923,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
363,100.0,100.0,509.4074442210791,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
364,100.0,100.0,528.0551146989285,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
365,100.0,100.0,546.218168666104,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
366,100.0,100.0,565.073859823373,2000.0,1000.0,1000.0,100.0,70.0,366.0,7000.0,10000.0
